starttime	seconds	ctime	dtime	ttime	wait
Thu Oct 29 17:24:56 2020	1603952696	24	329	353	329
Thu Oct 29 17:24:59 2020	1603952699	24	329	353	329
Thu Oct 29 17:25:28 2020	1603952728	42	312	353	311
Thu Oct 29 17:24:50 2020	1603952690	29	325	353	324
Thu Oct 29 17:24:49 2020	1603952689	26	328	353	327
Thu Oct 29 17:25:29 2020	1603952729	24	330	354	330
Thu Oct 29 17:24:48 2020	1603952688	20	334	354	334
Thu Oct 29 17:25:13 2020	1603952713	24	330	354	329
Thu Oct 29 17:24:40 2020	1603952680	24	330	354	330
Thu Oct 29 17:25:22 2020	1603952722	24	331	354	330
Thu Oct 29 17:25:26 2020	1603952726	29	326	355	326
Thu Oct 29 17:24:53 2020	1603952693	31	323	355	322
Thu Oct 29 17:25:15 2020	1603952715	21	334	355	334
Thu Oct 29 17:25:33 2020	1603952733	41	314	355	314
Thu Oct 29 17:25:09 2020	1603952709	48	307	355	307
Thu Oct 29 17:25:08 2020	1603952708	21	335	355	335
Thu Oct 29 17:24:36 2020	1603952676	25	330	355	330
Thu Oct 29 17:25:26 2020	1603952726	24	331	356	331
Thu Oct 29 17:25:19 2020	1603952719	38	318	356	318
Thu Oct 29 17:24:52 2020	1603952692	26	330	356	330
Thu Oct 29 17:25:28 2020	1603952728	42	314	356	314
Thu Oct 29 17:25:43 2020	1603952743	43	314	356	314
Thu Oct 29 17:24:52 2020	1603952692	26	331	356	331
Thu Oct 29 17:25:05 2020	1603952705	27	330	357	329
Thu Oct 29 17:25:19 2020	1603952719	43	314	357	313
Thu Oct 29 17:24:37 2020	1603952677	27	330	357	330
Thu Oct 29 17:25:43 2020	1603952743	35	322	357	322
Thu Oct 29 17:25:59 2020	1603952759	43	314	357	314
Thu Oct 29 17:25:45 2020	1603952745	22	335	357	335
Thu Oct 29 17:25:31 2020	1603952731	26	331	357	331
Thu Oct 29 17:25:04 2020	1603952704	41	316	357	316
Thu Oct 29 17:25:02 2020	1603952702	23	334	357	334
Thu Oct 29 17:24:37 2020	1603952677	26	332	357	332
Thu Oct 29 17:24:54 2020	1603952694	22	335	357	335
Thu Oct 29 17:25:41 2020	1603952741	26	331	358	331
Thu Oct 29 17:24:45 2020	1603952685	25	332	358	332
Thu Oct 29 17:25:59 2020	1603952759	41	317	358	316
Thu Oct 29 17:25:33 2020	1603952733	41	317	358	317
Thu Oct 29 17:25:09 2020	1603952709	43	314	358	314
Thu Oct 29 17:25:48 2020	1603952748	46	312	358	312
Thu Oct 29 17:25:24 2020	1603952724	20	338	358	338
Thu Oct 29 17:24:29 2020	1603952669	28	330	358	330
Thu Oct 29 17:24:46 2020	1603952686	26	332	358	332
Thu Oct 29 17:25:22 2020	1603952722	43	316	358	316
Thu Oct 29 17:25:01 2020	1603952701	32	327	358	326
Thu Oct 29 17:25:55 2020	1603952755	24	334	358	334
Thu Oct 29 17:25:16 2020	1603952716	43	315	359	315
Thu Oct 29 17:25:30 2020	1603952730	28	331	359	331
Thu Oct 29 17:24:47 2020	1603952687	44	315	359	315
Thu Oct 29 17:25:23 2020	1603952723	25	334	359	334
Thu Oct 29 17:24:47 2020	1603952687	44	316	359	316
Thu Oct 29 17:25:53 2020	1603952753	41	319	360	315
Thu Oct 29 17:24:46 2020	1603952686	24	336	360	336
Thu Oct 29 17:25:22 2020	1603952722	35	325	360	324
Thu Oct 29 17:24:48 2020	1603952688	24	336	360	336
Thu Oct 29 17:24:40 2020	1603952680	24	336	360	336
Thu Oct 29 17:25:34 2020	1603952734	27	334	361	334
Thu Oct 29 17:26:10 2020	1603952770	43	318	361	317
Thu Oct 29 17:26:10 2020	1603952770	43	318	361	317
Thu Oct 29 17:26:05 2020	1603952765	24	337	361	337
Thu Oct 29 17:24:48 2020	1603952688	22	339	361	339
Thu Oct 29 17:24:34 2020	1603952674	24	337	361	337
Thu Oct 29 17:25:15 2020	1603952715	45	317	361	317
Thu Oct 29 17:25:21 2020	1603952721	27	335	362	335
Thu Oct 29 17:24:53 2020	1603952693	37	324	362	324
Thu Oct 29 17:25:31 2020	1603952731	26	336	362	335
Thu Oct 29 17:24:34 2020	1603952674	25	336	362	336
Thu Oct 29 17:25:33 2020	1603952733	41	321	362	320
Thu Oct 29 17:25:48 2020	1603952748	44	319	362	319
Thu Oct 29 17:25:30 2020	1603952730	24	338	362	338
Thu Oct 29 17:25:23 2020	1603952723	45	318	362	318
Thu Oct 29 17:25:48 2020	1603952748	50	313	362	312
Thu Oct 29 17:24:39 2020	1603952679	21	341	362	341
Thu Oct 29 17:25:27 2020	1603952727	23	340	363	340
Thu Oct 29 17:25:44 2020	1603952744	24	339	363	339
Thu Oct 29 17:25:52 2020	1603952752	24	339	363	339
Thu Oct 29 17:25:15 2020	1603952715	22	341	363	341
Thu Oct 29 17:24:47 2020	1603952687	37	327	363	326
Thu Oct 29 17:25:09 2020	1603952709	23	340	363	340
Thu Oct 29 17:25:09 2020	1603952709	46	317	363	317
Thu Oct 29 17:24:41 2020	1603952681	34	329	363	329
Thu Oct 29 17:25:42 2020	1603952742	24	340	364	339
Thu Oct 29 17:25:44 2020	1603952744	21	344	364	344
Thu Oct 29 17:25:37 2020	1603952737	40	324	364	324
Thu Oct 29 17:25:39 2020	1603952739	28	336	364	336
Thu Oct 29 17:24:58 2020	1603952698	39	325	365	325
Thu Oct 29 17:24:41 2020	1603952681	45	320	365	319
Thu Oct 29 17:24:32 2020	1603952672	22	343	365	343
Thu Oct 29 17:25:54 2020	1603952754	45	320	365	320
Thu Oct 29 17:25:17 2020	1603952717	43	322	365	320
Thu Oct 29 17:25:28 2020	1603952728	44	322	366	322
Thu Oct 29 17:25:33 2020	1603952733	48	318	366	318
Thu Oct 29 17:25:37 2020	1603952737	24	342	366	341
Thu Oct 29 17:25:00 2020	1603952700	22	345	366	345
Thu Oct 29 17:25:59 2020	1603952759	45	321	366	321
Thu Oct 29 17:26:09 2020	1603952769	21	345	367	345
Thu Oct 29 17:24:48 2020	1603952688	20	347	367	347
Thu Oct 29 17:25:09 2020	1603952709	35	332	367	331
Thu Oct 29 17:25:14 2020	1603952714	48	319	367	319
Thu Oct 29 17:25:26 2020	1603952726	26	341	367	340
Thu Oct 29 17:25:14 2020	1603952714	27	341	367	340
Thu Oct 29 17:24:37 2020	1603952677	21	347	368	347
Thu Oct 29 17:25:41 2020	1603952741	23	345	368	345
Thu Oct 29 17:25:03 2020	1603952703	25	343	368	343
Thu Oct 29 17:24:42 2020	1603952682	25	343	368	343
Thu Oct 29 17:25:44 2020	1603952744	26	343	369	343
Thu Oct 29 17:25:09 2020	1603952709	27	343	369	342
Thu Oct 29 17:26:01 2020	1603952761	21	348	369	348
Thu Oct 29 17:25:29 2020	1603952729	21	350	371	349
Thu Oct 29 17:25:48 2020	1603952748	42	329	371	329
Thu Oct 29 17:24:36 2020	1603952676	47	324	371	324
Thu Oct 29 17:24:58 2020	1603952698	41	331	373	331
Thu Oct 29 17:25:18 2020	1603952718	36	337	373	337
Thu Oct 29 17:24:37 2020	1603952677	22	353	374	353
Thu Oct 29 17:25:47 2020	1603952747	20	355	375	355
Thu Oct 29 17:25:14 2020	1603952714	24	351	376	351
Thu Oct 29 17:25:16 2020	1603952716	41	335	376	335
Thu Oct 29 17:24:49 2020	1603952689	51	326	377	326
Thu Oct 29 17:25:18 2020	1603952718	63	315	378	315
Thu Oct 29 17:25:13 2020	1603952713	28	350	378	350
Thu Oct 29 17:24:41 2020	1603952681	40	338	378	338
Thu Oct 29 17:25:29 2020	1603952729	29	350	378	350
Thu Oct 29 17:25:58 2020	1603952758	22	357	379	357
Thu Oct 29 17:25:15 2020	1603952715	47	332	379	332
Thu Oct 29 17:25:39 2020	1603952739	21	359	380	359
Thu Oct 29 17:24:49 2020	1603952689	24	356	380	356
Thu Oct 29 17:25:43 2020	1603952743	39	341	380	341
Thu Oct 29 17:25:53 2020	1603952753	45	336	381	335
Thu Oct 29 17:25:09 2020	1603952709	62	318	381	318
Thu Oct 29 17:24:35 2020	1603952675	50	331	381	331
Thu Oct 29 17:25:17 2020	1603952717	57	324	381	324
Thu Oct 29 17:26:07 2020	1603952767	23	360	383	360
Thu Oct 29 17:24:35 2020	1603952675	25	360	384	360
Thu Oct 29 17:26:05 2020	1603952765	47	338	385	338
Thu Oct 29 17:26:01 2020	1603952761	22	364	386	364
Thu Oct 29 17:25:17 2020	1603952717	53	333	386	332
Thu Oct 29 17:25:18 2020	1603952718	53	333	386	333
Thu Oct 29 17:24:39 2020	1603952679	27	360	387	360
Thu Oct 29 17:24:43 2020	1603952683	26	361	387	361
Thu Oct 29 17:26:09 2020	1603952769	42	345	387	345
Thu Oct 29 17:25:38 2020	1603952738	49	340	389	340
Thu Oct 29 17:25:18 2020	1603952718	62	329	391	329
Thu Oct 29 17:25:18 2020	1603952718	80	312	392	312
Thu Oct 29 17:24:36 2020	1603952676	45	347	392	347
Thu Oct 29 17:25:23 2020	1603952723	73	319	392	319
Thu Oct 29 17:24:35 2020	1603952675	55	337	392	337
Thu Oct 29 17:24:33 2020	1603952673	25	368	393	368
Thu Oct 29 17:24:44 2020	1603952684	26	367	393	367
Thu Oct 29 17:25:19 2020	1603952719	67	327	394	327
Thu Oct 29 17:25:18 2020	1603952718	78	316	394	316
Thu Oct 29 17:26:10 2020	1603952770	45	349	395	349
Thu Oct 29 17:24:59 2020	1603952699	35	360	395	360
Thu Oct 29 17:25:19 2020	1603952719	45	351	396	351
Thu Oct 29 17:24:36 2020	1603952676	39	357	396	357
Thu Oct 29 17:25:42 2020	1603952742	23	374	396	373
Thu Oct 29 17:25:01 2020	1603952701	25	372	396	372
Thu Oct 29 17:25:43 2020	1603952743	32	366	398	366
Thu Oct 29 17:24:41 2020	1603952681	46	353	399	353
Thu Oct 29 17:25:25 2020	1603952725	22	377	399	377
Thu Oct 29 17:25:17 2020	1603952717	43	357	400	356
Thu Oct 29 17:25:18 2020	1603952718	78	322	401	321
Thu Oct 29 17:25:37 2020	1603952737	27	374	401	374
Thu Oct 29 17:25:15 2020	1603952715	40	362	402	362
Thu Oct 29 17:25:14 2020	1603952714	93	311	404	311
Thu Oct 29 17:24:33 2020	1603952673	28	379	407	379
Thu Oct 29 17:24:54 2020	1603952694	30	380	410	380
Thu Oct 29 17:25:20 2020	1603952720	44	367	410	366
Thu Oct 29 17:24:59 2020	1603952699	24	387	411	387
Thu Oct 29 17:25:31 2020	1603952731	22	393	415	393
Thu Oct 29 17:24:30 2020	1603952670	20	396	416	396
Thu Oct 29 17:25:21 2020	1603952721	25	394	419	394
Thu Oct 29 17:24:53 2020	1603952693	40	380	420	379
Thu Oct 29 17:25:35 2020	1603952735	21	401	423	401
Thu Oct 29 17:25:14 2020	1603952714	22	402	425	402
Thu Oct 29 17:26:01 2020	1603952761	20	407	427	407
Thu Oct 29 17:25:46 2020	1603952746	21	412	434	412
Thu Oct 29 17:25:28 2020	1603952728	29	407	437	407
Thu Oct 29 17:25:20 2020	1603952720	23	416	439	416
Thu Oct 29 17:25:48 2020	1603952748	47	394	441	392
Thu Oct 29 17:26:07 2020	1603952767	22	423	445	423
Thu Oct 29 17:24:44 2020	1603952684	24	422	446	421
Thu Oct 29 17:25:21 2020	1603952721	24	427	451	427
Thu Oct 29 17:25:46 2020	1603952746	21	430	452	430
Thu Oct 29 17:25:49 2020	1603952749	27	426	452	425
Thu Oct 29 17:25:47 2020	1603952747	25	429	454	429
Thu Oct 29 17:25:20 2020	1603952720	25	438	462	438
Thu Oct 29 17:24:44 2020	1603952684	24	441	465	440
Thu Oct 29 17:25:07 2020	1603952707	21	450	472	450
Thu Oct 29 17:24:59 2020	1603952699	27	451	478	451
Thu Oct 29 17:25:10 2020	1603952710	24	492	516	492
Thu Oct 29 17:25:44 2020	1603952744	25	494	519	494
Thu Oct 29 17:24:45 2020	1603952685	25	534	559	534
Thu Oct 29 17:25:08 2020	1603952708	21	566	587	566
Thu Oct 29 17:24:31 2020	1603952671	28	625	653	625
Thu Oct 29 17:25:25 2020	1603952725	20	716	736	715
Thu Oct 29 17:25:35 2020	1603952735	20	717	737	717
Thu Oct 29 17:26:05 2020	1603952765	20	717	737	717
Thu Oct 29 17:25:56 2020	1603952756	20	717	737	717
Thu Oct 29 17:25:05 2020	1603952705	20	717	737	717
Thu Oct 29 17:25:49 2020	1603952749	20	717	738	717
Thu Oct 29 17:25:30 2020	1603952730	21	717	738	717
Thu Oct 29 17:25:29 2020	1603952729	20	718	738	718
Thu Oct 29 17:25:42 2020	1603952742	24	714	738	714
Thu Oct 29 17:25:02 2020	1603952702	20	719	739	719
Thu Oct 29 17:25:40 2020	1603952740	23	717	740	717
Thu Oct 29 17:25:12 2020	1603952712	22	718	740	718
Thu Oct 29 17:25:12 2020	1603952712	23	717	740	717
Thu Oct 29 17:25:31 2020	1603952731	21	720	741	719
Thu Oct 29 17:26:02 2020	1603952762	23	719	741	718
Thu Oct 29 17:25:35 2020	1603952735	21	720	741	720
Thu Oct 29 17:25:35 2020	1603952735	20	721	742	721
Thu Oct 29 17:25:57 2020	1603952757	22	720	742	720
Thu Oct 29 17:25:30 2020	1603952730	21	721	742	721
Thu Oct 29 17:26:03 2020	1603952763	25	717	742	717
Thu Oct 29 17:25:39 2020	1603952739	21	721	742	721
Thu Oct 29 17:25:40 2020	1603952740	23	719	742	719
Thu Oct 29 17:25:36 2020	1603952736	24	719	742	719
Thu Oct 29 17:25:38 2020	1603952738	21	721	742	721
Thu Oct 29 17:25:47 2020	1603952747	20	723	743	723
Thu Oct 29 17:24:52 2020	1603952692	22	721	743	721
Thu Oct 29 17:25:35 2020	1603952735	22	721	743	721
Thu Oct 29 17:25:06 2020	1603952706	24	719	743	719
Thu Oct 29 17:25:55 2020	1603952755	22	722	743	722
Thu Oct 29 17:25:32 2020	1603952732	21	723	743	722
Thu Oct 29 17:25:48 2020	1603952748	21	722	744	722
Thu Oct 29 17:25:45 2020	1603952745	20	723	744	723
Thu Oct 29 17:26:01 2020	1603952761	24	720	744	719
Thu Oct 29 17:25:30 2020	1603952730	26	718	744	718
Thu Oct 29 17:25:58 2020	1603952758	21	723	744	723
Thu Oct 29 17:25:54 2020	1603952754	21	724	744	724
Thu Oct 29 17:25:12 2020	1603952712	24	720	745	720
Thu Oct 29 17:25:08 2020	1603952708	25	720	745	720
Thu Oct 29 17:26:04 2020	1603952764	20	725	745	725
Thu Oct 29 17:26:02 2020	1603952762	21	724	745	724
Thu Oct 29 17:25:12 2020	1603952712	21	724	745	724
Thu Oct 29 17:25:05 2020	1603952705	23	722	745	722
Thu Oct 29 17:26:02 2020	1603952762	22	723	745	723
Thu Oct 29 17:26:08 2020	1603952768	21	724	745	724
Thu Oct 29 17:24:48 2020	1603952688	21	724	745	724
Thu Oct 29 17:26:06 2020	1603952766	20	726	746	725
Thu Oct 29 17:25:52 2020	1603952752	22	724	746	724
Thu Oct 29 17:25:00 2020	1603952700	21	725	746	724
Thu Oct 29 17:24:54 2020	1603952694	24	722	746	721
Thu Oct 29 17:25:05 2020	1603952705	21	725	746	724
Thu Oct 29 17:25:26 2020	1603952726	24	722	746	722
Thu Oct 29 17:25:54 2020	1603952754	20	726	746	726
Thu Oct 29 17:26:00 2020	1603952760	22	724	746	724
Thu Oct 29 17:24:37 2020	1603952677	21	725	746	725
Thu Oct 29 17:24:58 2020	1603952698	26	720	746	720
Thu Oct 29 17:25:41 2020	1603952741	25	721	746	721
Thu Oct 29 17:25:56 2020	1603952756	22	724	746	724
Thu Oct 29 17:25:51 2020	1603952751	22	724	746	724
Thu Oct 29 17:25:47 2020	1603952747	22	724	746	724
Thu Oct 29 17:25:45 2020	1603952745	23	724	747	724
Thu Oct 29 17:25:25 2020	1603952725	26	721	747	721
Thu Oct 29 17:26:00 2020	1603952760	22	725	747	724
Thu Oct 29 17:25:49 2020	1603952749	22	725	747	724
Thu Oct 29 17:24:43 2020	1603952683	20	726	747	726
Thu Oct 29 17:25:07 2020	1603952707	22	725	747	725
Thu Oct 29 17:24:56 2020	1603952696	26	721	747	721
Thu Oct 29 17:24:55 2020	1603952695	25	723	747	722
Thu Oct 29 17:26:04 2020	1603952764	21	727	747	727
Thu Oct 29 17:25:06 2020	1603952706	24	723	748	723
Thu Oct 29 17:25:37 2020	1603952737	25	722	748	722
Thu Oct 29 17:25:10 2020	1603952710	25	723	748	723
Thu Oct 29 17:25:12 2020	1603952712	21	727	748	726
Thu Oct 29 17:25:04 2020	1603952704	26	722	748	722
Thu Oct 29 17:24:55 2020	1603952695	22	726	748	726
Thu Oct 29 17:25:51 2020	1603952751	25	723	748	723
Thu Oct 29 17:26:07 2020	1603952767	21	727	748	727
Thu Oct 29 17:24:52 2020	1603952692	20	728	748	728
Thu Oct 29 17:25:57 2020	1603952757	20	728	748	728
Thu Oct 29 17:26:07 2020	1603952767	21	727	748	727
Thu Oct 29 17:25:54 2020	1603952754	22	727	748	726
Thu Oct 29 17:25:31 2020	1603952731	22	726	749	726
Thu Oct 29 17:25:55 2020	1603952755	21	728	749	728
Thu Oct 29 17:24:38 2020	1603952678	21	727	749	727
Thu Oct 29 17:25:27 2020	1603952727	23	726	749	726
Thu Oct 29 17:25:41 2020	1603952741	22	727	749	727
Thu Oct 29 17:25:05 2020	1603952705	26	724	749	723
Thu Oct 29 17:26:06 2020	1603952766	21	728	749	727
Thu Oct 29 17:25:14 2020	1603952714	21	728	749	726
Thu Oct 29 17:25:58 2020	1603952758	22	727	749	727
Thu Oct 29 17:24:55 2020	1603952695	25	724	749	724
Thu Oct 29 17:25:21 2020	1603952721	22	727	749	727
Thu Oct 29 17:25:21 2020	1603952721	21	729	749	728
Thu Oct 29 17:25:01 2020	1603952701	25	724	749	724
Thu Oct 29 17:25:46 2020	1603952746	20	729	750	729
Thu Oct 29 17:26:08 2020	1603952768	22	728	750	728
Thu Oct 29 17:25:34 2020	1603952734	24	726	750	726
Thu Oct 29 17:25:37 2020	1603952737	22	727	750	727
Thu Oct 29 17:25:56 2020	1603952756	22	728	750	728
Thu Oct 29 17:26:08 2020	1603952768	23	727	750	727
Thu Oct 29 17:25:01 2020	1603952701	25	725	750	725
Thu Oct 29 17:24:53 2020	1603952693	20	730	750	730
Thu Oct 29 17:24:57 2020	1603952697	21	729	750	729
Thu Oct 29 17:25:53 2020	1603952753	21	729	750	729
Thu Oct 29 17:25:29 2020	1603952729	22	728	750	728
Thu Oct 29 17:26:00 2020	1603952760	27	723	750	723
Thu Oct 29 17:25:27 2020	1603952727	22	729	750	728
Thu Oct 29 17:25:06 2020	1603952706	26	725	750	725
Thu Oct 29 17:24:53 2020	1603952693	20	730	750	730
Thu Oct 29 17:24:56 2020	1603952696	23	727	750	727
Thu Oct 29 17:25:22 2020	1603952722	22	729	750	729
Thu Oct 29 17:24:45 2020	1603952685	24	726	750	726
Thu Oct 29 17:25:21 2020	1603952721	23	728	751	728
Thu Oct 29 17:25:06 2020	1603952706	25	726	751	726
Thu Oct 29 17:26:07 2020	1603952767	24	726	751	726
Thu Oct 29 17:25:26 2020	1603952726	22	728	751	728
Thu Oct 29 17:24:46 2020	1603952686	24	727	751	726
Thu Oct 29 17:24:58 2020	1603952698	25	726	751	725
Thu Oct 29 17:25:51 2020	1603952751	21	730	751	730
Thu Oct 29 17:25:33 2020	1603952733	29	722	751	722
Thu Oct 29 17:25:49 2020	1603952749	24	727	751	727
Thu Oct 29 17:26:01 2020	1603952761	26	725	751	725
Thu Oct 29 17:25:41 2020	1603952741	25	726	751	725
Thu Oct 29 17:26:03 2020	1603952763	21	730	751	730
Thu Oct 29 17:25:17 2020	1603952717	25	726	751	726
Thu Oct 29 17:26:03 2020	1603952763	22	729	751	729
Thu Oct 29 17:25:06 2020	1603952706	22	730	752	730
Thu Oct 29 17:26:09 2020	1603952769	22	729	752	729
Thu Oct 29 17:25:03 2020	1603952703	28	724	752	724
Thu Oct 29 17:25:00 2020	1603952700	24	727	752	727
Thu Oct 29 17:25:32 2020	1603952732	24	727	752	726
Thu Oct 29 17:26:05 2020	1603952765	22	729	752	729
Thu Oct 29 17:24:45 2020	1603952685	26	726	752	726
Thu Oct 29 17:25:45 2020	1603952745	22	730	752	730
Thu Oct 29 17:26:02 2020	1603952762	21	731	752	731
Thu Oct 29 17:25:04 2020	1603952704	20	732	752	731
Thu Oct 29 17:25:17 2020	1603952717	25	727	752	727
Thu Oct 29 17:24:57 2020	1603952697	23	729	752	729
Thu Oct 29 17:25:58 2020	1603952758	22	730	752	730
Thu Oct 29 17:24:41 2020	1603952681	26	726	752	726
Thu Oct 29 17:24:48 2020	1603952688	26	727	752	727
Thu Oct 29 17:25:40 2020	1603952740	33	720	752	720
Thu Oct 29 17:24:49 2020	1603952689	23	730	752	730
Thu Oct 29 17:26:06 2020	1603952766	24	728	752	728
Thu Oct 29 17:25:50 2020	1603952750	23	729	752	729
Thu Oct 29 17:25:51 2020	1603952751	25	728	753	728
Thu Oct 29 17:25:37 2020	1603952737	22	731	753	731
Thu Oct 29 17:25:57 2020	1603952757	23	730	753	730
Thu Oct 29 17:25:14 2020	1603952714	25	728	753	728
Thu Oct 29 17:25:52 2020	1603952752	24	729	753	729
Thu Oct 29 17:25:53 2020	1603952753	20	733	753	733
Thu Oct 29 17:25:38 2020	1603952738	21	733	753	732
Thu Oct 29 17:24:43 2020	1603952683	21	732	753	732
Thu Oct 29 17:24:37 2020	1603952677	21	733	754	733
Thu Oct 29 17:25:13 2020	1603952713	26	728	754	728
Thu Oct 29 17:24:57 2020	1603952697	25	729	754	729
Thu Oct 29 17:25:33 2020	1603952733	22	732	754	732
Thu Oct 29 17:25:15 2020	1603952715	22	732	754	732
Thu Oct 29 17:26:09 2020	1603952769	23	731	754	731
Thu Oct 29 17:25:55 2020	1603952755	20	734	754	734
Thu Oct 29 17:25:57 2020	1603952757	25	729	754	729
Thu Oct 29 17:26:03 2020	1603952763	21	734	754	734
Thu Oct 29 17:25:38 2020	1603952738	23	731	754	731
Thu Oct 29 17:24:59 2020	1603952699	22	733	754	733
Thu Oct 29 17:25:16 2020	1603952716	23	731	754	731
Thu Oct 29 17:25:02 2020	1603952702	26	729	754	728
Thu Oct 29 17:25:57 2020	1603952757	20	734	755	734
Thu Oct 29 17:24:59 2020	1603952699	24	731	755	730
Thu Oct 29 17:25:45 2020	1603952745	21	733	755	733
Thu Oct 29 17:24:41 2020	1603952681	40	715	755	715
Thu Oct 29 17:25:37 2020	1603952737	25	730	755	730
Thu Oct 29 17:24:50 2020	1603952690	21	734	755	734
Thu Oct 29 17:24:46 2020	1603952686	23	732	755	732
Thu Oct 29 17:24:59 2020	1603952699	24	731	755	731
Thu Oct 29 17:24:46 2020	1603952686	28	728	756	728
Thu Oct 29 17:26:02 2020	1603952762	22	733	756	733
Thu Oct 29 17:26:00 2020	1603952760	24	732	756	732
Thu Oct 29 17:24:39 2020	1603952679	26	730	756	730
Thu Oct 29 17:25:20 2020	1603952720	23	733	756	733
Thu Oct 29 17:24:48 2020	1603952688	22	734	756	734
Thu Oct 29 17:26:08 2020	1603952768	22	734	756	734
Thu Oct 29 17:25:54 2020	1603952754	26	730	756	730
Thu Oct 29 17:24:54 2020	1603952694	24	732	756	732
Thu Oct 29 17:25:47 2020	1603952747	23	734	757	734
Thu Oct 29 17:24:52 2020	1603952692	25	732	757	732
Thu Oct 29 17:26:04 2020	1603952764	23	734	757	734
Thu Oct 29 17:26:07 2020	1603952767	26	731	757	731
Thu Oct 29 17:26:04 2020	1603952764	22	735	757	734
Thu Oct 29 17:25:36 2020	1603952736	24	733	757	733
Thu Oct 29 17:24:36 2020	1603952676	20	737	757	737
Thu Oct 29 17:25:52 2020	1603952752	22	735	758	735
Thu Oct 29 17:25:47 2020	1603952747	25	733	758	732
Thu Oct 29 17:24:38 2020	1603952678	25	733	758	732
Thu Oct 29 17:24:51 2020	1603952691	27	731	758	730
Thu Oct 29 17:25:26 2020	1603952726	26	732	758	732
Thu Oct 29 17:25:04 2020	1603952704	24	734	758	734
Thu Oct 29 17:24:57 2020	1603952697	23	735	758	735
Thu Oct 29 17:25:19 2020	1603952719	37	721	758	721
Thu Oct 29 17:24:56 2020	1603952696	20	738	758	738
Thu Oct 29 17:24:47 2020	1603952687	26	733	758	733
Thu Oct 29 17:24:40 2020	1603952680	26	732	758	732
Thu Oct 29 17:25:50 2020	1603952750	30	728	759	728
Thu Oct 29 17:25:52 2020	1603952752	20	738	759	738
Thu Oct 29 17:25:44 2020	1603952744	21	738	759	738
Thu Oct 29 17:24:41 2020	1603952681	28	731	759	731
Thu Oct 29 17:25:15 2020	1603952715	30	729	759	728
Thu Oct 29 17:24:38 2020	1603952678	26	733	759	733
Thu Oct 29 17:24:32 2020	1603952672	25	734	759	734
Thu Oct 29 17:24:56 2020	1603952696	23	737	759	737
Thu Oct 29 17:24:58 2020	1603952698	37	722	759	722
Thu Oct 29 17:24:31 2020	1603952671	29	731	760	731
Thu Oct 29 17:25:31 2020	1603952731	20	740	760	740
Thu Oct 29 17:24:43 2020	1603952683	24	736	760	736
Thu Oct 29 17:26:09 2020	1603952769	27	734	760	734
Thu Oct 29 17:25:53 2020	1603952753	23	738	760	737
Thu Oct 29 17:25:26 2020	1603952726	23	737	760	737
Thu Oct 29 17:26:01 2020	1603952761	24	737	760	736
Thu Oct 29 17:25:16 2020	1603952716	21	740	761	740
Thu Oct 29 17:24:56 2020	1603952696	27	734	761	734
Thu Oct 29 17:24:43 2020	1603952683	25	736	761	736
Thu Oct 29 17:25:18 2020	1603952718	36	725	761	725
Thu Oct 29 17:25:45 2020	1603952745	24	737	761	737
Thu Oct 29 17:25:52 2020	1603952752	21	740	761	740
Thu Oct 29 17:24:39 2020	1603952679	24	737	762	737
Thu Oct 29 17:25:30 2020	1603952730	25	737	762	736
Thu Oct 29 17:25:17 2020	1603952717	26	736	762	736
Thu Oct 29 17:24:50 2020	1603952690	25	737	762	736
Thu Oct 29 17:24:55 2020	1603952695	21	741	762	741
Thu Oct 29 17:24:51 2020	1603952691	28	734	762	734
Thu Oct 29 17:24:58 2020	1603952698	42	721	762	721
Thu Oct 29 17:24:34 2020	1603952674	25	738	762	738
Thu Oct 29 17:24:30 2020	1603952670	25	738	763	738
Thu Oct 29 17:25:27 2020	1603952727	24	739	763	739
Thu Oct 29 17:25:57 2020	1603952757	23	741	763	740
Thu Oct 29 17:25:08 2020	1603952708	21	742	764	742
Thu Oct 29 17:25:14 2020	1603952714	23	741	764	741
Thu Oct 29 17:24:38 2020	1603952678	25	738	764	738
Thu Oct 29 17:25:30 2020	1603952730	22	742	764	742
Thu Oct 29 17:24:49 2020	1603952689	25	739	764	739
Thu Oct 29 17:24:55 2020	1603952695	22	742	764	742
Thu Oct 29 17:25:55 2020	1603952755	24	740	765	740
Thu Oct 29 17:24:54 2020	1603952694	25	739	765	739
Thu Oct 29 17:25:48 2020	1603952748	35	730	765	730
Thu Oct 29 17:24:35 2020	1603952675	25	740	765	740
Thu Oct 29 17:24:58 2020	1603952698	23	742	765	742
Thu Oct 29 17:25:19 2020	1603952719	28	738	765	737
Thu Oct 29 17:25:04 2020	1603952704	42	724	766	724
Thu Oct 29 17:25:58 2020	1603952758	22	744	766	744
Thu Oct 29 17:25:22 2020	1603952722	25	741	766	740
Thu Oct 29 17:25:53 2020	1603952753	39	727	766	727
Thu Oct 29 17:24:51 2020	1603952691	27	740	766	740
Thu Oct 29 17:25:20 2020	1603952720	42	724	766	724
Thu Oct 29 17:25:10 2020	1603952710	25	741	766	741
Thu Oct 29 17:25:23 2020	1603952723	37	729	767	729
Thu Oct 29 17:26:08 2020	1603952768	22	745	767	745
Thu Oct 29 17:24:33 2020	1603952673	24	743	767	743
Thu Oct 29 17:25:56 2020	1603952756	24	743	767	743
