starttime	seconds	ctime	dtime	ttime	wait
Thu Oct 29 13:41:51 2020	1603939311	21	333	353	333
Thu Oct 29 13:42:01 2020	1603939321	25	329	354	328
Thu Oct 29 13:42:18 2020	1603939338	21	332	354	332
Thu Oct 29 13:42:08 2020	1603939328	25	328	354	328
Thu Oct 29 13:42:38 2020	1603939358	20	333	354	333
Thu Oct 29 13:43:10 2020	1603939390	26	328	354	328
Thu Oct 29 13:41:54 2020	1603939314	23	331	354	331
Thu Oct 29 13:42:17 2020	1603939337	22	332	354	332
Thu Oct 29 13:42:10 2020	1603939330	22	331	354	331
Thu Oct 29 13:42:51 2020	1603939371	23	331	354	330
Thu Oct 29 13:42:53 2020	1603939373	23	331	354	331
Thu Oct 29 13:42:11 2020	1603939331	23	331	354	330
Thu Oct 29 13:42:45 2020	1603939365	21	332	354	332
Thu Oct 29 13:43:09 2020	1603939389	23	331	354	330
Thu Oct 29 13:42:16 2020	1603939336	21	333	354	333
Thu Oct 29 13:41:57 2020	1603939317	21	333	354	333
Thu Oct 29 13:42:30 2020	1603939350	19	335	354	335
Thu Oct 29 13:42:23 2020	1603939343	22	332	354	332
Thu Oct 29 13:42:20 2020	1603939340	21	334	354	333
Thu Oct 29 13:42:12 2020	1603939332	25	329	354	329
Thu Oct 29 13:42:42 2020	1603939362	21	334	354	333
Thu Oct 29 13:42:15 2020	1603939335	21	333	354	333
Thu Oct 29 13:41:58 2020	1603939318	28	326	354	326
Thu Oct 29 13:43:04 2020	1603939384	26	328	354	327
Thu Oct 29 13:42:15 2020	1603939335	24	330	354	330
Thu Oct 29 13:42:00 2020	1603939320	25	329	354	329
Thu Oct 29 13:42:01 2020	1603939321	22	333	354	333
Thu Oct 29 13:43:08 2020	1603939388	24	330	354	330
Thu Oct 29 13:43:03 2020	1603939383	24	330	354	330
Thu Oct 29 13:42:11 2020	1603939331	25	329	354	329
Thu Oct 29 13:42:17 2020	1603939337	21	333	354	333
Thu Oct 29 13:43:03 2020	1603939383	21	333	354	333
Thu Oct 29 13:42:44 2020	1603939364	21	333	354	333
Thu Oct 29 13:42:03 2020	1603939323	22	333	355	332
Thu Oct 29 13:42:14 2020	1603939334	24	330	355	330
Thu Oct 29 13:42:30 2020	1603939350	21	334	355	334
Thu Oct 29 13:42:00 2020	1603939320	26	329	355	329
Thu Oct 29 13:43:04 2020	1603939384	37	317	355	316
Thu Oct 29 13:42:40 2020	1603939360	27	328	355	328
Thu Oct 29 13:43:01 2020	1603939381	25	330	355	329
Thu Oct 29 13:41:54 2020	1603939314	23	332	355	332
Thu Oct 29 13:42:50 2020	1603939370	20	335	355	335
Thu Oct 29 13:42:17 2020	1603939337	24	331	355	331
Thu Oct 29 13:42:03 2020	1603939323	22	333	355	333
Thu Oct 29 13:41:53 2020	1603939313	21	334	355	334
Thu Oct 29 13:43:00 2020	1603939380	20	335	355	335
Thu Oct 29 13:42:21 2020	1603939341	23	333	355	333
Thu Oct 29 13:43:15 2020	1603939395	21	334	355	334
Thu Oct 29 13:42:03 2020	1603939323	27	329	355	329
Thu Oct 29 13:42:41 2020	1603939361	21	334	355	334
Thu Oct 29 13:43:14 2020	1603939394	21	335	355	335
Thu Oct 29 13:43:05 2020	1603939385	21	334	356	334
Thu Oct 29 13:41:49 2020	1603939309	22	334	356	334
Thu Oct 29 13:41:53 2020	1603939313	27	329	356	329
Thu Oct 29 13:43:00 2020	1603939380	24	332	356	332
Thu Oct 29 13:42:48 2020	1603939368	27	329	356	329
Thu Oct 29 13:42:48 2020	1603939368	22	334	356	333
Thu Oct 29 13:43:09 2020	1603939389	27	329	356	329
Thu Oct 29 13:43:08 2020	1603939388	47	309	356	309
Thu Oct 29 13:42:09 2020	1603939329	25	331	356	331
Thu Oct 29 13:42:05 2020	1603939325	24	332	356	332
Thu Oct 29 13:41:50 2020	1603939310	23	333	356	333
Thu Oct 29 13:42:16 2020	1603939336	24	332	356	332
Thu Oct 29 13:43:08 2020	1603939388	38	319	356	318
Thu Oct 29 13:43:14 2020	1603939394	22	335	356	335
Thu Oct 29 13:42:31 2020	1603939351	22	335	356	335
Thu Oct 29 13:42:44 2020	1603939364	21	336	356	336
Thu Oct 29 13:42:20 2020	1603939340	26	331	357	331
Thu Oct 29 13:43:02 2020	1603939382	44	313	357	313
Thu Oct 29 13:42:26 2020	1603939346	25	333	357	332
Thu Oct 29 13:43:06 2020	1603939386	40	317	357	317
Thu Oct 29 13:42:36 2020	1603939356	25	332	357	332
Thu Oct 29 13:42:59 2020	1603939379	20	337	357	337
Thu Oct 29 13:42:22 2020	1603939342	25	332	357	332
Thu Oct 29 13:41:59 2020	1603939319	20	337	358	337
Thu Oct 29 13:42:26 2020	1603939346	22	336	358	336
Thu Oct 29 13:42:24 2020	1603939344	24	334	358	334
Thu Oct 29 13:42:05 2020	1603939325	22	336	358	336
Thu Oct 29 13:42:38 2020	1603939358	24	334	358	334
Thu Oct 29 13:42:27 2020	1603939347	28	330	358	330
Thu Oct 29 13:42:10 2020	1603939330	20	339	358	338
Thu Oct 29 13:42:12 2020	1603939332	21	338	358	338
Thu Oct 29 13:42:13 2020	1603939333	21	337	358	337
Thu Oct 29 13:42:00 2020	1603939320	22	336	358	336
Thu Oct 29 13:42:29 2020	1603939349	23	335	358	335
Thu Oct 29 13:42:46 2020	1603939366	22	337	358	337
Thu Oct 29 13:42:37 2020	1603939357	22	336	358	336
Thu Oct 29 13:42:07 2020	1603939327	24	335	359	335
Thu Oct 29 13:41:53 2020	1603939313	22	337	359	337
Thu Oct 29 13:43:01 2020	1603939381	21	338	359	338
Thu Oct 29 13:42:16 2020	1603939336	24	335	359	335
Thu Oct 29 13:41:59 2020	1603939319	22	336	359	336
Thu Oct 29 13:43:11 2020	1603939391	21	338	359	338
Thu Oct 29 13:42:12 2020	1603939332	21	338	359	338
Thu Oct 29 13:42:53 2020	1603939373	23	337	359	337
Thu Oct 29 13:42:00 2020	1603939320	22	338	359	338
Thu Oct 29 13:43:01 2020	1603939381	53	306	359	306
Thu Oct 29 13:42:00 2020	1603939320	23	336	359	336
Thu Oct 29 13:42:00 2020	1603939320	25	334	359	334
Thu Oct 29 13:42:20 2020	1603939340	20	340	360	339
Thu Oct 29 13:41:57 2020	1603939317	22	337	360	337
Thu Oct 29 13:42:41 2020	1603939361	24	336	360	335
Thu Oct 29 13:42:23 2020	1603939343	25	335	360	335
Thu Oct 29 13:43:07 2020	1603939387	23	337	360	337
Thu Oct 29 13:43:04 2020	1603939384	36	324	360	324
Thu Oct 29 13:43:08 2020	1603939388	55	305	360	304
Thu Oct 29 13:43:08 2020	1603939388	26	334	360	334
Thu Oct 29 13:42:55 2020	1603939375	24	336	360	336
Thu Oct 29 13:41:58 2020	1603939318	26	334	360	334
Thu Oct 29 13:42:42 2020	1603939362	21	339	360	339
Thu Oct 29 13:42:47 2020	1603939367	21	340	360	340
Thu Oct 29 13:42:01 2020	1603939321	20	340	360	340
Thu Oct 29 13:42:53 2020	1603939373	25	335	360	335
Thu Oct 29 13:42:47 2020	1603939367	23	337	360	337
Thu Oct 29 13:43:07 2020	1603939387	49	312	360	312
Thu Oct 29 13:41:52 2020	1603939312	22	339	361	339
Thu Oct 29 13:41:59 2020	1603939319	26	334	361	334
Thu Oct 29 13:42:13 2020	1603939333	26	335	361	334
Thu Oct 29 13:42:17 2020	1603939337	23	338	361	338
Thu Oct 29 13:42:39 2020	1603939359	23	338	361	338
Thu Oct 29 13:41:55 2020	1603939315	21	340	361	340
Thu Oct 29 13:42:16 2020	1603939336	26	335	361	335
Thu Oct 29 13:42:34 2020	1603939354	22	339	361	339
Thu Oct 29 13:42:38 2020	1603939358	22	339	361	339
Thu Oct 29 13:43:07 2020	1603939387	40	321	361	321
Thu Oct 29 13:42:27 2020	1603939347	23	338	361	338
Thu Oct 29 13:42:18 2020	1603939338	24	338	361	338
Thu Oct 29 13:43:16 2020	1603939396	21	340	361	340
Thu Oct 29 13:42:22 2020	1603939342	26	336	361	336
Thu Oct 29 13:42:47 2020	1603939367	21	341	362	341
Thu Oct 29 13:42:49 2020	1603939369	22	340	362	340
Thu Oct 29 13:42:53 2020	1603939373	21	340	362	340
Thu Oct 29 13:42:19 2020	1603939339	20	342	362	342
Thu Oct 29 13:42:09 2020	1603939329	20	342	362	342
Thu Oct 29 13:41:51 2020	1603939311	22	340	362	340
Thu Oct 29 13:41:56 2020	1603939316	21	341	362	341
Thu Oct 29 13:42:36 2020	1603939356	21	341	362	341
Thu Oct 29 13:42:09 2020	1603939329	24	338	362	338
Thu Oct 29 13:42:12 2020	1603939332	21	341	362	341
Thu Oct 29 13:43:14 2020	1603939394	21	342	363	341
Thu Oct 29 13:42:55 2020	1603939375	20	343	363	343
Thu Oct 29 13:42:06 2020	1603939326	22	341	363	341
Thu Oct 29 13:41:57 2020	1603939317	24	339	363	339
Thu Oct 29 13:42:24 2020	1603939344	20	343	363	342
Thu Oct 29 13:41:54 2020	1603939314	26	338	364	338
Thu Oct 29 13:42:01 2020	1603939321	24	340	364	340
Thu Oct 29 13:41:59 2020	1603939319	22	342	364	342
Thu Oct 29 13:42:03 2020	1603939323	26	338	364	338
Thu Oct 29 13:42:01 2020	1603939321	23	341	364	341
Thu Oct 29 13:42:12 2020	1603939332	22	342	365	342
Thu Oct 29 13:43:09 2020	1603939389	42	323	365	323
Thu Oct 29 13:43:04 2020	1603939384	20	345	365	344
Thu Oct 29 13:42:24 2020	1603939344	23	342	365	342
Thu Oct 29 13:42:14 2020	1603939334	26	338	365	338
Thu Oct 29 13:41:58 2020	1603939318	24	341	365	340
Thu Oct 29 13:41:57 2020	1603939317	24	341	365	341
Thu Oct 29 13:42:02 2020	1603939322	21	345	365	345
Thu Oct 29 13:42:39 2020	1603939359	22	343	365	343
Thu Oct 29 13:43:08 2020	1603939388	42	323	365	322
Thu Oct 29 13:42:53 2020	1603939373	22	344	365	343
Thu Oct 29 13:43:05 2020	1603939385	42	324	365	324
Thu Oct 29 13:42:21 2020	1603939341	22	344	366	344
Thu Oct 29 13:42:24 2020	1603939344	22	344	366	344
Thu Oct 29 13:43:07 2020	1603939387	20	346	366	345
Thu Oct 29 13:43:08 2020	1603939388	30	336	366	336
Thu Oct 29 13:43:05 2020	1603939385	32	334	366	334
Thu Oct 29 13:42:47 2020	1603939367	22	344	366	344
Thu Oct 29 13:42:37 2020	1603939357	22	344	366	344
Thu Oct 29 13:43:06 2020	1603939386	40	326	366	326
Thu Oct 29 13:42:00 2020	1603939320	22	345	366	345
Thu Oct 29 13:41:54 2020	1603939314	24	343	367	343
Thu Oct 29 13:42:46 2020	1603939366	20	347	367	347
Thu Oct 29 13:42:04 2020	1603939324	21	346	367	346
Thu Oct 29 13:42:32 2020	1603939352	22	346	367	345
Thu Oct 29 13:42:18 2020	1603939338	25	343	368	343
Thu Oct 29 13:41:59 2020	1603939319	24	343	368	343
Thu Oct 29 13:42:03 2020	1603939323	27	341	368	341
Thu Oct 29 13:42:11 2020	1603939331	25	343	368	343
Thu Oct 29 13:42:04 2020	1603939324	35	333	368	333
Thu Oct 29 13:41:54 2020	1603939314	25	343	368	343
Thu Oct 29 13:42:10 2020	1603939330	21	347	368	347
Thu Oct 29 13:42:03 2020	1603939323	24	345	368	345
Thu Oct 29 13:42:32 2020	1603939352	25	343	368	343
Thu Oct 29 13:42:40 2020	1603939360	22	347	369	347
Thu Oct 29 13:42:21 2020	1603939341	24	345	369	345
Thu Oct 29 13:41:57 2020	1603939317	20	349	369	349
Thu Oct 29 13:42:48 2020	1603939368	21	348	369	348
Thu Oct 29 13:42:04 2020	1603939324	22	347	369	346
Thu Oct 29 13:42:18 2020	1603939338	22	347	369	347
Thu Oct 29 13:43:19 2020	1603939399	20	350	370	350
Thu Oct 29 13:42:01 2020	1603939321	22	348	370	348
Thu Oct 29 13:42:25 2020	1603939345	22	348	370	348
Thu Oct 29 13:42:58 2020	1603939378	22	348	371	346
Thu Oct 29 13:42:06 2020	1603939326	25	346	371	346
Thu Oct 29 13:43:03 2020	1603939383	50	321	371	321
Thu Oct 29 13:43:08 2020	1603939388	61	310	371	310
Thu Oct 29 13:42:15 2020	1603939335	24	347	371	347
Thu Oct 29 13:43:06 2020	1603939386	38	333	371	332
Thu Oct 29 13:43:03 2020	1603939383	31	340	371	340
Thu Oct 29 13:42:20 2020	1603939340	26	346	371	345
Thu Oct 29 13:42:06 2020	1603939326	25	346	371	346
Thu Oct 29 13:42:07 2020	1603939327	38	333	371	333
Thu Oct 29 13:42:06 2020	1603939326	23	349	371	349
Thu Oct 29 13:42:10 2020	1603939330	26	345	371	345
Thu Oct 29 13:43:16 2020	1603939396	21	351	371	351
Thu Oct 29 13:42:21 2020	1603939341	22	349	372	349
Thu Oct 29 13:42:30 2020	1603939350	25	347	372	347
Thu Oct 29 13:42:12 2020	1603939332	22	351	372	351
Thu Oct 29 13:42:46 2020	1603939366	21	352	373	352
Thu Oct 29 13:43:01 2020	1603939381	23	350	373	350
Thu Oct 29 13:43:01 2020	1603939381	46	327	373	327
Thu Oct 29 13:41:51 2020	1603939311	28	345	373	345
Thu Oct 29 13:43:05 2020	1603939385	60	313	373	313
Thu Oct 29 13:43:07 2020	1603939387	54	320	374	320
Thu Oct 29 13:42:10 2020	1603939330	24	350	374	350
Thu Oct 29 13:41:56 2020	1603939316	24	350	374	350
Thu Oct 29 13:42:28 2020	1603939348	23	351	374	351
Thu Oct 29 13:42:24 2020	1603939344	24	351	375	351
Thu Oct 29 13:43:05 2020	1603939385	46	329	375	329
Thu Oct 29 13:42:35 2020	1603939355	20	355	375	355
Thu Oct 29 13:43:09 2020	1603939389	22	353	375	353
Thu Oct 29 13:42:16 2020	1603939336	24	351	375	351
Thu Oct 29 13:42:16 2020	1603939336	28	347	376	347
Thu Oct 29 13:41:59 2020	1603939319	25	351	376	351
Thu Oct 29 13:42:15 2020	1603939335	20	356	376	356
Thu Oct 29 13:42:16 2020	1603939336	22	355	376	355
Thu Oct 29 13:42:28 2020	1603939348	23	354	377	354
Thu Oct 29 13:42:23 2020	1603939343	23	354	377	354
Thu Oct 29 13:43:02 2020	1603939382	37	340	377	340
Thu Oct 29 13:42:25 2020	1603939345	22	356	378	356
Thu Oct 29 13:42:24 2020	1603939344	24	353	378	353
Thu Oct 29 13:42:55 2020	1603939375	22	356	378	356
Thu Oct 29 13:42:00 2020	1603939320	26	353	379	353
Thu Oct 29 13:42:23 2020	1603939343	31	349	379	348
Thu Oct 29 13:42:13 2020	1603939333	22	358	379	358
Thu Oct 29 13:42:48 2020	1603939368	24	355	379	355
Thu Oct 29 13:43:01 2020	1603939381	40	339	379	339
Thu Oct 29 13:42:03 2020	1603939323	21	359	380	359
Thu Oct 29 13:42:17 2020	1603939337	21	360	380	360
Thu Oct 29 13:41:58 2020	1603939318	23	358	380	357
Thu Oct 29 13:41:53 2020	1603939313	21	360	381	360
Thu Oct 29 13:42:06 2020	1603939326	27	354	381	354
Thu Oct 29 13:43:06 2020	1603939386	48	334	382	334
Thu Oct 29 13:42:04 2020	1603939324	22	360	382	360
Thu Oct 29 13:41:55 2020	1603939315	22	362	384	362
Thu Oct 29 13:42:20 2020	1603939340	22	362	384	362
Thu Oct 29 13:41:56 2020	1603939316	21	363	385	363
Thu Oct 29 13:43:06 2020	1603939386	32	353	385	353
Thu Oct 29 13:42:00 2020	1603939320	21	364	385	364
Thu Oct 29 13:42:56 2020	1603939376	24	362	386	362
Thu Oct 29 13:42:35 2020	1603939355	24	361	386	361
Thu Oct 29 13:41:53 2020	1603939313	22	365	386	364
Thu Oct 29 13:42:39 2020	1603939359	23	364	386	364
Thu Oct 29 13:41:58 2020	1603939318	21	366	386	366
Thu Oct 29 13:41:50 2020	1603939310	21	366	387	366
Thu Oct 29 13:42:09 2020	1603939329	21	367	388	367
Thu Oct 29 13:42:26 2020	1603939346	23	365	388	365
Thu Oct 29 13:42:02 2020	1603939322	22	366	388	366
Thu Oct 29 13:42:29 2020	1603939349	27	362	389	362
Thu Oct 29 13:41:58 2020	1603939318	25	364	389	364
Thu Oct 29 13:41:58 2020	1603939318	58	332	391	332
Thu Oct 29 13:42:13 2020	1603939333	21	370	391	370
Thu Oct 29 13:42:08 2020	1603939328	33	359	391	359
Thu Oct 29 13:42:23 2020	1603939343	21	372	392	371
Thu Oct 29 13:42:03 2020	1603939323	24	368	392	368
Thu Oct 29 13:42:18 2020	1603939338	24	368	392	368
Thu Oct 29 13:42:02 2020	1603939322	25	368	393	367
Thu Oct 29 13:42:01 2020	1603939321	51	342	394	342
Thu Oct 29 13:41:54 2020	1603939314	23	371	394	371
Thu Oct 29 13:42:02 2020	1603939322	36	359	395	359
Thu Oct 29 13:42:12 2020	1603939332	26	370	396	370
Thu Oct 29 13:41:51 2020	1603939311	21	375	396	375
Thu Oct 29 13:42:07 2020	1603939327	25	372	397	372
Thu Oct 29 13:42:24 2020	1603939344	21	379	400	379
Thu Oct 29 13:42:20 2020	1603939340	22	379	401	379
Thu Oct 29 13:42:44 2020	1603939364	21	380	401	380
Thu Oct 29 13:43:03 2020	1603939383	31	370	401	370
Thu Oct 29 13:42:05 2020	1603939325	23	379	402	379
Thu Oct 29 13:42:25 2020	1603939345	22	380	402	380
Thu Oct 29 13:43:07 2020	1603939387	48	356	404	356
Thu Oct 29 13:42:19 2020	1603939339	20	385	405	385
Thu Oct 29 13:43:00 2020	1603939380	24	385	408	384
Thu Oct 29 13:42:19 2020	1603939339	22	387	409	387
Thu Oct 29 13:43:03 2020	1603939383	20	390	410	390
Thu Oct 29 13:42:08 2020	1603939328	46	364	410	364
Thu Oct 29 13:43:17 2020	1603939397	22	388	411	388
Thu Oct 29 13:42:02 2020	1603939322	53	359	411	357
Thu Oct 29 13:42:19 2020	1603939339	27	385	411	385
Thu Oct 29 13:43:02 2020	1603939382	36	377	413	377
Thu Oct 29 13:43:09 2020	1603939389	35	381	416	380
Thu Oct 29 13:42:40 2020	1603939360	22	394	416	394
Thu Oct 29 13:42:33 2020	1603939353	24	394	418	394
Thu Oct 29 13:42:08 2020	1603939328	66	355	421	354
Thu Oct 29 13:42:37 2020	1603939357	23	399	423	399
Thu Oct 29 13:42:05 2020	1603939325	24	400	424	400
Thu Oct 29 13:42:43 2020	1603939363	20	404	424	404
Thu Oct 29 13:41:52 2020	1603939312	26	400	426	400
Thu Oct 29 13:42:13 2020	1603939333	21	407	427	406
Thu Oct 29 13:42:03 2020	1603939323	89	339	428	339
Thu Oct 29 13:42:57 2020	1603939377	22	407	429	407
Thu Oct 29 13:42:08 2020	1603939328	123	313	436	313
Thu Oct 29 13:42:38 2020	1603939358	21	417	438	417
Thu Oct 29 13:42:06 2020	1603939326	29	411	440	411
Thu Oct 29 13:42:12 2020	1603939332	24	417	441	417
Thu Oct 29 13:42:08 2020	1603939328	122	321	443	321
Thu Oct 29 13:41:52 2020	1603939312	24	421	445	421
Thu Oct 29 13:42:07 2020	1603939327	38	408	447	408
Thu Oct 29 13:43:06 2020	1603939386	26	424	450	424
Thu Oct 29 13:42:51 2020	1603939371	29	426	455	426
Thu Oct 29 13:42:22 2020	1603939342	20	439	459	439
Thu Oct 29 13:43:02 2020	1603939382	72	389	461	389
Thu Oct 29 13:42:08 2020	1603939328	126	336	462	336
Thu Oct 29 13:42:08 2020	1603939328	122	341	463	341
Thu Oct 29 13:42:32 2020	1603939352	25	441	466	441
Thu Oct 29 13:42:37 2020	1603939357	23	445	467	445
Thu Oct 29 13:42:02 2020	1603939322	145	344	489	344
Thu Oct 29 13:42:02 2020	1603939322	132	358	490	358
Thu Oct 29 13:42:02 2020	1603939322	127	374	500	374
Thu Oct 29 13:42:34 2020	1603939354	24	482	506	482
Thu Oct 29 13:43:12 2020	1603939392	22	711	733	711
Thu Oct 29 13:43:11 2020	1603939391	20	714	734	714
Thu Oct 29 13:43:15 2020	1603939395	20	715	734	715
Thu Oct 29 13:42:58 2020	1603939378	21	716	737	715
Thu Oct 29 13:43:00 2020	1603939380	22	716	737	715
Thu Oct 29 13:42:36 2020	1603939356	20	717	737	717
Thu Oct 29 13:43:15 2020	1603939395	20	718	738	718
Thu Oct 29 13:42:54 2020	1603939374	23	716	739	716
Thu Oct 29 13:42:56 2020	1603939376	22	719	741	719
Thu Oct 29 13:43:15 2020	1603939395	20	721	741	721
Thu Oct 29 13:42:36 2020	1603939356	26	716	742	716
Thu Oct 29 13:43:18 2020	1603939398	20	722	742	722
Thu Oct 29 13:42:48 2020	1603939368	23	719	742	719
Thu Oct 29 13:42:44 2020	1603939364	22	720	742	719
Thu Oct 29 13:43:16 2020	1603939396	22	720	742	720
Thu Oct 29 13:42:34 2020	1603939354	21	721	742	721
Thu Oct 29 13:42:39 2020	1603939359	21	721	743	721
Thu Oct 29 13:42:56 2020	1603939376	27	716	744	716
Thu Oct 29 13:42:35 2020	1603939355	27	717	744	717
Thu Oct 29 13:42:19 2020	1603939339	22	722	744	721
Thu Oct 29 13:43:19 2020	1603939399	20	724	744	724
Thu Oct 29 13:42:45 2020	1603939365	23	722	744	722
Thu Oct 29 13:42:51 2020	1603939371	20	725	745	725
Thu Oct 29 13:43:06 2020	1603939386	23	722	745	722
Thu Oct 29 13:42:49 2020	1603939369	23	722	745	722
Thu Oct 29 13:42:45 2020	1603939365	23	722	745	722
Thu Oct 29 13:43:16 2020	1603939396	25	720	745	720
Thu Oct 29 13:42:58 2020	1603939378	27	718	745	718
Thu Oct 29 13:42:15 2020	1603939335	21	725	745	724
Thu Oct 29 13:42:10 2020	1603939330	20	725	746	725
Thu Oct 29 13:43:18 2020	1603939398	21	725	746	725
Thu Oct 29 13:42:39 2020	1603939359	22	724	746	724
Thu Oct 29 13:42:46 2020	1603939366	21	726	746	725
Thu Oct 29 13:42:51 2020	1603939371	21	725	747	725
Thu Oct 29 13:42:54 2020	1603939374	21	726	747	726
Thu Oct 29 13:42:56 2020	1603939376	22	725	747	725
Thu Oct 29 13:42:53 2020	1603939373	22	725	747	725
Thu Oct 29 13:42:49 2020	1603939369	20	726	747	726
Thu Oct 29 13:42:55 2020	1603939375	20	727	747	727
Thu Oct 29 13:43:16 2020	1603939396	21	726	747	726
Thu Oct 29 13:43:11 2020	1603939391	21	726	747	726
Thu Oct 29 13:42:49 2020	1603939369	21	727	747	727
Thu Oct 29 13:42:50 2020	1603939370	22	725	747	725
Thu Oct 29 13:42:56 2020	1603939376	25	722	748	722
Thu Oct 29 13:42:13 2020	1603939333	24	724	748	724
Thu Oct 29 13:43:17 2020	1603939397	22	726	748	726
Thu Oct 29 13:42:31 2020	1603939351	22	725	748	725
Thu Oct 29 13:43:19 2020	1603939399	20	728	748	728
Thu Oct 29 13:42:28 2020	1603939348	22	726	748	726
Thu Oct 29 13:42:51 2020	1603939371	21	728	749	728
Thu Oct 29 13:42:42 2020	1603939362	22	727	749	727
Thu Oct 29 13:42:51 2020	1603939371	22	727	749	727
Thu Oct 29 13:43:11 2020	1603939391	23	726	749	726
Thu Oct 29 13:42:52 2020	1603939372	26	723	749	723
Thu Oct 29 13:42:50 2020	1603939370	23	726	750	726
Thu Oct 29 13:43:18 2020	1603939398	21	729	750	729
Thu Oct 29 13:43:09 2020	1603939389	20	730	750	730
Thu Oct 29 13:42:35 2020	1603939355	24	726	750	726
Thu Oct 29 13:42:22 2020	1603939342	22	729	751	729
Thu Oct 29 13:42:43 2020	1603939363	20	731	751	731
Thu Oct 29 13:43:12 2020	1603939392	22	729	751	729
Thu Oct 29 13:42:32 2020	1603939352	23	729	752	729
Thu Oct 29 13:43:04 2020	1603939384	28	724	752	724
Thu Oct 29 13:43:03 2020	1603939383	30	723	752	723
Thu Oct 29 13:43:17 2020	1603939397	22	730	753	730
Thu Oct 29 13:43:13 2020	1603939393	21	732	753	732
Thu Oct 29 13:43:09 2020	1603939389	21	733	754	733
Thu Oct 29 13:42:58 2020	1603939378	22	732	754	732
Thu Oct 29 13:42:57 2020	1603939377	23	731	754	731
Thu Oct 29 13:42:48 2020	1603939368	22	733	754	733
Thu Oct 29 13:42:31 2020	1603939351	22	732	754	732
Thu Oct 29 13:42:52 2020	1603939372	22	732	755	732
Thu Oct 29 13:42:37 2020	1603939357	22	733	755	732
Thu Oct 29 13:42:28 2020	1603939348	22	733	755	733
Thu Oct 29 13:42:31 2020	1603939351	21	734	755	734
Thu Oct 29 13:42:41 2020	1603939361	20	735	755	735
Thu Oct 29 13:42:58 2020	1603939378	26	729	755	729
Thu Oct 29 13:42:47 2020	1603939367	21	734	755	734
Thu Oct 29 13:42:23 2020	1603939343	24	731	755	731
Thu Oct 29 13:42:32 2020	1603939352	20	735	755	735
Thu Oct 29 13:42:19 2020	1603939339	26	729	755	729
Thu Oct 29 13:43:14 2020	1603939394	22	734	755	734
Thu Oct 29 13:42:54 2020	1603939374	26	730	756	730
Thu Oct 29 13:43:17 2020	1603939397	21	735	756	735
Thu Oct 29 13:42:45 2020	1603939365	24	732	756	732
Thu Oct 29 13:42:21 2020	1603939341	20	736	756	736
Thu Oct 29 13:42:31 2020	1603939351	20	737	757	737
Thu Oct 29 13:42:59 2020	1603939379	23	733	757	733
Thu Oct 29 13:42:16 2020	1603939336	21	735	757	735
Thu Oct 29 13:42:13 2020	1603939333	24	732	757	732
Thu Oct 29 13:43:01 2020	1603939381	22	735	757	735
Thu Oct 29 13:42:44 2020	1603939364	21	737	757	737
Thu Oct 29 13:42:46 2020	1603939366	27	731	758	731
Thu Oct 29 13:42:35 2020	1603939355	22	736	758	736
Thu Oct 29 13:41:58 2020	1603939318	22	736	758	736
Thu Oct 29 13:42:11 2020	1603939331	24	734	758	734
Thu Oct 29 13:42:50 2020	1603939370	27	731	758	731
Thu Oct 29 13:42:15 2020	1603939335	23	735	758	735
Thu Oct 29 13:43:13 2020	1603939393	23	735	759	735
Thu Oct 29 13:43:18 2020	1603939398	22	736	759	736
Thu Oct 29 13:42:36 2020	1603939356	21	738	759	738
Thu Oct 29 13:43:00 2020	1603939380	22	737	759	737
Thu Oct 29 13:42:47 2020	1603939367	20	739	759	739
Thu Oct 29 13:43:12 2020	1603939392	20	740	760	740
Thu Oct 29 13:42:14 2020	1603939334	23	737	760	737
Thu Oct 29 13:43:18 2020	1603939398	20	740	760	740
Thu Oct 29 13:42:57 2020	1603939377	20	740	760	740
Thu Oct 29 13:42:11 2020	1603939331	23	738	761	738
Thu Oct 29 13:42:29 2020	1603939349	22	739	761	739
Thu Oct 29 13:41:53 2020	1603939313	20	741	761	741
Thu Oct 29 13:42:08 2020	1603939328	22	739	761	739
Thu Oct 29 13:42:59 2020	1603939379	21	741	761	740
Thu Oct 29 13:42:41 2020	1603939361	24	738	761	738
Thu Oct 29 13:42:15 2020	1603939335	25	736	762	736
Thu Oct 29 13:42:05 2020	1603939325	25	737	762	737
Thu Oct 29 13:43:19 2020	1603939399	32	730	762	730
Thu Oct 29 13:43:14 2020	1603939394	21	742	762	742
Thu Oct 29 13:42:26 2020	1603939346	20	742	762	742
Thu Oct 29 13:42:44 2020	1603939364	22	741	763	741
Thu Oct 29 13:42:19 2020	1603939339	20	743	763	743
Thu Oct 29 13:41:54 2020	1603939314	20	743	763	743
Thu Oct 29 13:42:23 2020	1603939343	21	742	763	742
Thu Oct 29 13:42:10 2020	1603939330	21	742	763	742
Thu Oct 29 13:42:20 2020	1603939340	23	740	763	740
Thu Oct 29 13:42:28 2020	1603939348	21	742	763	742
Thu Oct 29 13:41:52 2020	1603939312	23	741	764	741
Thu Oct 29 13:42:41 2020	1603939361	22	742	764	742
Thu Oct 29 13:42:42 2020	1603939362	30	735	764	735
Thu Oct 29 13:41:53 2020	1603939313	20	745	765	745
Thu Oct 29 13:42:12 2020	1603939332	22	743	765	743
Thu Oct 29 13:42:46 2020	1603939366	26	739	765	739
